Student ID,AssignmentOneAverage,AssignmentOneAttempt,AssignmentTwoAverage,AssignmentTwoAttempt,AssignmentThreeAverage,AssignmentThreeAttempt,Gender,Course,Rating
14716,0,0,80,7,50,1,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
21164,70,3,70,9,80,7,1,Understanding Computer Systems(FutureLearn),4
14040,80,5,70,8,90,7,1,Advanced Operating Systems(Udacity),6
17159,80,8,70,9,70,7,0,Hello (Real) World with ROS – Robot Operating System(EDX),7
13164,80,8,90,2,50,3,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),6
11215,80,5,70,1,60,4,0,Linux Operating System Fundamentals(Udemy),6
7100,80,3,90,9,50,3,1,Getting Started with Junos Operating System(Coursera),5
7150,90,8,0,0,70,6,1,Real Time Operating System(SWAYAM),6
14947,90,5,70,3,0,0,0,Become a Master of Operating Systems at comfort of your Home (Udemy),7
142,0,0,90,3,60,1,1,Operating Azure Stack Hub(PLuralSight),4
1003,80,5,0,0,70,9,0,Operating Systems(SWAYAM),6
19337,80,5,60,3,70,7,0,Understanding Computer Systems(FutureLearn),7
3121,80,5,90,5,70,4,0,Using Python to Interact with the Operating System(Coursera),4
17075,0,0,80,9,50,2,0,Understanding Computer Systems(FutureLearn),6
19451,80,5,0,0,60,4,0,Linux Operating System Fundamentals(Udemy),7
2875,0,0,80,5,70,6,0,Advanced Operating Systems(Udacity),9
10440,90,5,70,8,60,6,1,Operating Systems and You: Becoming a Power User(Coursera),7
17078,80,5,0,0,0,0,1,Operating Azure Stack Hub(PLuralSight),6
5582,80,8,90,6,50,6,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),7
13584,80,3,70,4,60,1,1,Become a Master of Operating Systems at comfort of your Home (Udemy),7
1969,80,8,80,4,70,2,0,Operating Azure Stack Hub(PLuralSight),6
11832,0,0,80,8,70,4,1,Operating Systems and You: Becoming a Power User(Coursera),8
9229,90,3,80,1,90,2,0,Operating Systems from scratch - Part 1(Udemy),7
10124,70,3,80,2,80,6,1,Embedded Hardware and Operating Systems(Coursera),6
6201,70,3,80,3,70,3,0,Getting Started with Junos Operating System(Coursera),7
13347,0,0,90,9,50,6,0,Operating Systems from scratch - Part 1(Udemy),4
752,70,3,80,9,70,7,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
8349,0,0,80,3,70,8,0,Operating Azure Stack Hub(PLuralSight),6
14198,80,8,80,6,70,7,1,Operating Systems(SWAYAM),5
14712,80,8,90,6,60,4,1,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),7
2830,80,8,70,5,90,1,1,Operating Systems(SWAYAM),4
2269,80,8,80,4,60,9,0,Operating Systems from scratch - Part 1(Udemy),6
4765,80,8,80,7,30,2,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),5
14762,70,3,80,9,50,2,1,Introduction to Operating Systems(Udacity),7
10182,90,3,80,4,80,1,1,Embedded Hardware and Operating Systems(Coursera),6
17304,80,8,70,7,70,3,1,Hello (Real) World with ROS – Robot Operating System(EDX),7
20116,70,3,80,6,80,5,1,Operating System(Youtube -GateSmasher),4
16458,90,3,70,7,70,1,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),4
7225,80,8,60,1,50,1,0,Advanced Operating Systems(Udacity),6
16911,90,8,60,8,60,4,0,Advanced Operating Systems(Udacity),6
14841,0,0,80,8,40,1,0,Cybersecurity Roles and Operating System Security(EDX),6
7856,90,8,90,7,40,7,1,Operating Azure Stack Hub(PLuralSight),7
20884,0,0,0,0,80,6,1,Advanced Operating Systems(Udacity),5
4980,80,3,80,6,70,7,1,Linux Operating System Fundamentals(Udemy),7
20092,80,3,80,7,70,7,1,Getting Started with Junos Operating System(Coursera),6
5515,0,0,60,3,80,4,0,Computer Hardware and Operating Systems(EDX),7
13184,80,8,70,5,60,3,1,Using Python to Interact with the Operating System(Coursera),7
14798,0,0,70,1,90,3,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),5
20395,90,3,0,0,60,2,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
1856,80,5,0,0,80,9,1,Operating Systems and You: Becoming a Power User(Coursera),7
8416,80,3,0,0,0,0,1,Embedded and Real Time Operating Systems(Youtube),7
9851,80,8,70,6,0,0,0,Hello (Real) World with ROS – Robot Operating System(EDX),8
11228,70,5,80,3,0,0,1,Computer Hardware and Operating Systems(EDX),6
20987,90,3,0,0,70,1,0,Hello (Real) World with ROS – Robot Operating System(EDX),7
15513,80,3,70,4,80,8,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),6
7274,80,8,0,0,70,5,1,Getting Started with Junos Operating System(Coursera),6
2661,80,3,80,5,60,2,0,Cybersecurity Roles and Operating System Security(EDX),7
14340,0,0,80,7,70,8,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),7
5781,80,3,80,7,60,4,0,Operating Systems from scratch - Part 2(Udemy),6
2303,0,0,90,7,50,4,0,Become a Master of Operating Systems at comfort of your Home (Udemy),7
13661,80,8,80,7,80,5,0,Introduction to Operating Systems(Swayam),7
11082,80,8,70,3,80,9,1,Advanced Operating Systems(Udacity),7
9107,0,0,80,7,60,4,0,Introduction to Operating Systems(Udacity),5
5519,80,5,80,9,60,2,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),5
1584,90,3,60,5,80,1,1,Using Python to Interact with the Operating System(Coursera),7
12202,0,0,90,5,70,1,1,Cybersecurity Roles and Operating System Security(EDX),7
16085,80,8,70,4,40,1,0,Operating System(Youtube -GateSmasher),7
4057,0,0,80,3,70,4,0,Operating Azure Stack Hub(PLuralSight),7
4995,80,3,90,5,60,2,0,Operating Systems from scratch - Part 1(Udemy),5
19873,90,5,90,2,0,0,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
8356,80,8,0,0,90,9,1,Advanced Operating Systems(Udacity),7
5383,70,5,90,1,70,4,0,Using Python to Interact with the Operating System(Coursera),7
11114,80,3,80,5,40,2,1,Operating Systems from scratch - Part 1(Udemy),6
21093,80,8,80,5,70,3,0,Operating Systems from scratch - Part 2(Udemy),7
21229,80,8,80,3,50,3,0,Introduction to Operating Systems(Udacity),7
11305,70,5,80,6,0,0,0,Getting Started with Junos Operating System(Coursera),9
992,80,8,60,2,80,2,1,Embedded and Real Time Operating Systems(Youtube),7
12372,80,8,0,0,70,1,1,Using Python to Interact with the Operating System(Coursera),6
147,80,8,80,1,60,7,0,Introduction to Operating Systems(Swayam),6
9433,80,8,80,4,70,3,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),8
14753,80,5,90,9,70,2,0,Linux Operating System Fundamentals(Udemy),7
12638,90,3,60,3,70,3,1,Understanding Computer Systems(FutureLearn),8
3623,80,8,80,6,60,6,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
8444,70,3,90,9,60,2,1,Computer Hardware and Operating Systems(EDX),6
20637,0,0,80,9,70,6,0,Using Python to Interact with the Operating System(Coursera),7
12385,0,0,70,2,80,2,0,Introduction to Operating Systems(Swayam),7
19943,80,8,0,0,70,2,0,Hello (Real) World with ROS – Robot Operating System(EDX),7
11430,80,8,80,4,70,2,1,Advanced Operating Systems(Udacity),6
11825,80,3,80,2,70,4,0,Cybersecurity Roles and Operating System Security(EDX),5
17282,0,0,70,7,80,6,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
13819,0,0,80,6,0,0,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
10437,90,3,80,5,60,2,0,Operating Azure Stack Hub(PLuralSight),6
6792,80,3,80,8,0,0,1,Embedded and Real Time Operating Systems(Youtube),5
6612,70,8,80,7,70,3,1,Operating Systems and You: Becoming a Power User(Coursera),7
8909,90,3,90,2,50,4,0,Embedded and Real Time Operating Systems(Youtube),7
18457,90,8,70,3,70,2,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),6
16546,90,5,70,6,50,3,1,Real Time Operating System(SWAYAM),6
12545,80,8,80,5,0,0,0,Operating Systems(SWAYAM),9
6755,70,8,90,1,0,0,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
5721,0,0,90,4,70,8,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),5
4494,80,3,80,6,60,7,1,Operating Running Systems(PluraSight),7
2406,90,3,70,4,70,1,1,Operating Running Systems(PluraSight),7
16599,70,5,80,3,50,1,0,Operating Systems Concept and Design Principles for Beginner(Udemy),7
11635,90,3,80,3,70,1,0,Embedded and Real Time Operating Systems(Youtube),5
11886,80,8,0,0,40,1,1,Operating System(Udemy),6
8306,80,8,70,3,0,0,1,Become a Master of Operating Systems at comfort of your Home (Udemy),6
6233,0,0,90,5,60,6,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),4
247,60,8,90,7,70,8,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),6
1153,90,5,80,7,50,1,0,Cybersecurity Roles and Operating System Security(EDX),6
4991,90,8,90,6,0,0,0,Embedded Hardware and Operating Systems(Coursera),7
1178,90,5,90,5,80,9,1,Using Python to Interact with the Operating System(Coursera),7
18835,80,5,80,3,0,0,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),7
9560,90,8,70,5,70,1,1,Operating System(Youtube -GateSmasher),7
16143,80,3,80,5,60,5,0,Operating System(Youtube -GateSmasher),5
16801,80,5,80,9,60,4,0,Operating Systems from scratch - Part 2(Udemy),7
6589,80,8,70,1,0,0,0,Embedded and Real Time Operating Systems(Youtube),7
10214,90,5,80,9,70,5,1,Embedded and Real Time Operating Systems(Youtube),7
20133,0,0,90,7,60,3,0,Operating Systems from scratch - Part 1(Udemy),7
11112,70,3,80,7,60,1,1,Computer Hardware and Operating Systems(EDX),7
1140,0,0,80,8,60,4,1,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),3
8111,80,5,70,8,80,2,0,Hello (Real) World with ROS – Robot Operating System(EDX),8
10213,90,3,80,8,40,4,0,Computer Hardware and Operating Systems(EDX),5
8433,90,8,80,2,50,3,0,Understanding Computer Systems(FutureLearn),6
6674,90,3,70,3,70,7,1,Advanced Operating Systems(Udacity),7
20777,80,8,80,6,30,1,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),5
4760,90,3,80,7,60,4,1,Advanced Operating Systems(Udacity),7
18166,80,8,80,8,60,7,1,Become a Master of Operating Systems at comfort of your Home (Udemy),7
11510,90,3,70,2,70,5,1,Operating Azure Stack Hub(PLuralSight),6
13494,80,8,70,4,60,1,1,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),7
8179,80,8,80,8,70,1,0,Introduction to Operating Systems(Udacity),6
5310,70,8,80,3,80,1,1,Embedded Hardware and Operating Systems(Coursera),7
8458,0,0,80,9,60,2,1,Operating System(Youtube -GateSmasher),7
6830,80,5,70,5,80,5,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),6
411,60,3,80,5,70,5,0,Computer Hardware and Operating Systems(EDX),4
1998,60,3,80,6,70,8,1,Operating Azure Stack Hub(PLuralSight),6
7610,90,5,80,3,60,5,1,Become a Master of Operating Systems at comfort of your Home (Udemy),7
17178,0,0,90,8,70,4,1,Operating Systems from scratch - Part 2(Udemy),6
14523,90,8,80,2,60,5,0,Understanding Computer Systems(FutureLearn),7
9659,0,0,80,4,60,2,0,Introduction to Operating Systems(Swayam),6
617,80,8,80,6,0,0,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),5
18969,0,0,80,2,70,9,0,Embedded Hardware and Operating Systems(Coursera),7
6661,0,0,80,2,70,8,0,Hello (Real) World with ROS – Robot Operating System(EDX),5
15717,80,3,80,3,80,7,0,Operating Running Systems(PluraSight),7
14300,70,5,70,5,80,9,1,Embedded Hardware and Operating Systems(Coursera),6
10463,80,5,70,3,80,1,0,Understanding Computer Systems(FutureLearn),7
8823,80,5,80,3,60,1,0,Operating Systems from scratch - Part 1(Udemy),8
11369,80,8,80,2,30,1,0,Introduction to Operating Systems(Udacity),7
16569,0,0,80,4,70,1,0,Operating Systems from scratch - Part 2(Udemy),8
7214,90,5,70,8,50,4,1,Cybersecurity Roles and Operating System Security(EDX),8
17048,80,8,60,3,0,0,1,Operating System(Udemy),7
20729,0,0,90,4,70,1,0,Understanding Computer Systems(FutureLearn),7
14591,60,5,0,0,90,4,0,Advanced Operating Systems(Udacity),6
15218,90,3,90,9,60,5,1,Cybersecurity Roles and Operating System Security(EDX),8
9514,80,5,80,2,50,3,1,Introduction to Operating Systems(Swayam),8
3252,80,5,0,0,60,3,1,Advanced Operating Systems(Udacity),4
2969,80,8,80,7,60,5,0,Operating Systems Concept and Design Principles for Beginner(Udemy),6
6566,80,3,70,9,70,3,1,Become a Master of Operating Systems at comfort of your Home (Udemy),6
1822,0,0,90,2,60,1,1,Getting Started with Junos Operating System(Coursera),7
1849,70,8,80,7,60,2,0,Cybersecurity Roles and Operating System Security(EDX),5
9194,90,5,80,7,70,1,1,Introduction to Operating Systems(Udacity),8
2342,80,5,0,0,70,9,1,Cybersecurity Roles and Operating System Security(EDX),7
12280,0,0,0,0,80,1,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
5755,80,8,0,0,70,6,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),5
20064,80,8,90,3,70,8,1,Operating System(Udemy),6
11495,0,0,80,4,50,1,0,Operating Systems Concept and Design Principles for Beginner(Udemy),6
6127,80,8,80,5,60,4,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
6009,90,8,80,3,70,7,0,Embedded and Real Time Operating Systems(Youtube),7
13792,70,8,70,8,80,7,1,Operating Systems(SWAYAM),8
3653,80,3,80,4,80,7,0,Operating Running Systems(PluraSight),7
14192,0,0,90,9,50,6,1,Operating Systems Concept and Design Principles for Beginner(Udemy),7
14385,80,5,80,7,50,4,0,Introduction to Operating Systems(Udacity),6
3015,90,3,80,8,50,2,0,Operating Running Systems(PluraSight),5
18485,80,8,0,0,40,2,0,Become a Master of Operating Systems at comfort of your Home (Udemy),7
8638,0,0,80,7,70,4,1,Operating System(Udemy),5
289,90,8,60,7,60,4,0,Operating Running Systems(PluraSight),7
9951,90,3,80,5,60,2,0,Advanced Operating Systems(Udacity),7
17030,80,8,90,2,50,2,1,Operating Systems from scratch - Part 1(Udemy),7
12528,0,0,80,4,70,2,1,Operating Systems and You: Becoming a Power User(Coursera),7
4327,0,0,80,6,70,8,0,Embedded and Real Time Operating Systems(Youtube),7
13264,0,0,80,3,50,1,1,Operating Systems Concept and Design Principles for Beginner(Udemy),6
18386,80,3,70,2,80,6,1,Operating Systems and You: Becoming a Power User(Coursera),8
6805,80,5,80,3,70,6,0,Operating System(Youtube -GateSmasher),8
10141,80,8,80,1,70,1,0,Hello (Real) World with ROS – Robot Operating System(EDX),6
16527,0,0,80,9,0,0,0,Operating Azure Stack Hub(PLuralSight),6
2913,80,3,0,0,80,6,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
4389,0,0,80,2,90,9,0,Operating Systems from scratch - Part 2(Udemy),6
9991,80,8,70,1,0,0,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
6596,70,8,80,7,40,1,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),5
12738,80,3,60,6,80,6,1,Operating Systems from scratch - Part 1(Udemy),7
4593,0,0,80,1,70,1,0,Operating Systems Concept and Design Principles for Beginner(Udemy),6
16076,80,8,80,3,0,0,1,Operating Systems from scratch - Part 2(Udemy),6
1254,60,3,90,6,70,8,1,Operating Systems from scratch - Part 1(Udemy),5
11366,90,3,70,8,70,4,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
18516,80,3,90,9,50,5,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),8
17428,70,8,80,8,70,9,1,Operating Running Systems(PluraSight),7
505,70,3,80,2,70,9,0,Become a Master of Operating Systems at comfort of your Home (Udemy),8
513,80,3,80,4,0,0,0,Hello (Real) World with ROS – Robot Operating System(EDX),6
12192,80,8,70,2,70,3,1,Become a Master of Operating Systems at comfort of your Home (Udemy),6
18169,90,3,80,1,50,3,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),6
20869,70,3,80,3,70,1,0,Using Python to Interact with the Operating System(Coursera),6
14522,0,0,80,2,80,2,1,Cybersecurity Roles and Operating System Security(EDX),5
7526,60,8,90,6,70,6,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
18765,70,8,80,5,40,1,0,Introduction to Operating Systems(Swayam),7
1742,0,0,80,5,70,4,1,Introduction to Operating Systems(Swayam),7
14604,0,0,80,5,70,2,1,Operating Systems(SWAYAM),5
12090,90,5,70,7,40,1,1,Operating Azure Stack Hub(PLuralSight),6
4098,80,8,90,1,60,5,1,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),6
15859,80,8,80,9,70,5,0,Operating System(Udemy),5
18639,70,8,80,2,70,3,0,Linux Operating System Fundamentals(Udemy),6
377,90,8,80,6,50,9,0,Operating Systems and You: Becoming a Power User(Coursera),5
8073,80,8,80,5,60,1,0,Operating Systems Concept and Design Principles for Beginner(Udemy),6
7058,90,8,80,7,70,9,1,Operating Systems Concept and Design Principles for Beginner(Udemy),7
3562,80,5,90,5,70,6,1,Getting Started with Junos Operating System(Coursera),8
10118,60,5,0,0,80,9,1,Operating Azure Stack Hub(PLuralSight),8
7715,0,0,80,4,60,2,0,Introduction to Operating Systems(Udacity),4
17453,90,5,90,6,60,7,0,Getting Started with Junos Operating System(Coursera),9
7092,70,8,80,6,70,2,1,Real Time Operating System(SWAYAM),6
4517,0,0,80,3,60,1,0,Cybersecurity Roles and Operating System Security(EDX),6
14710,0,0,0,0,80,1,1,Operating Systems from scratch - Part 1(Udemy),4
6688,0,0,90,6,70,4,1,Using Python to Interact with the Operating System(Coursera),7
6076,90,5,80,7,70,8,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
11005,60,3,90,6,80,6,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),7
21274,0,0,80,7,60,4,1,Operating Systems(SWAYAM),6
9968,90,3,80,9,60,3,1,Linux Operating System Fundamentals(Udemy),6
21364,70,5,80,2,70,6,1,Hello (Real) World with ROS – Robot Operating System(EDX),6
21275,80,8,80,6,60,9,0,Using Python to Interact with the Operating System(Coursera),6
2044,0,0,90,9,30,3,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),3
20788,0,0,80,7,70,4,1,Getting Started with Junos Operating System(Coursera),6
15658,90,5,80,8,70,3,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),3
15531,80,5,40,1,80,6,0,Real Time Operating System(SWAYAM),7
14380,90,5,70,3,50,2,1,Operating System(Udemy),8
18882,80,3,60,1,70,9,1,Embedded Hardware and Operating Systems(Coursera),7
12161,90,5,0,0,70,4,0,Operating Systems from scratch - Part 2(Udemy),6
5968,0,0,80,7,70,1,1,Understanding Computer Systems(FutureLearn),7
14258,0,0,80,8,70,9,1,Operating System(Youtube -GateSmasher),7
10601,90,8,80,5,0,0,0,Real Time Operating System(SWAYAM),6
21003,60,3,80,5,70,5,0,Operating Systems from scratch - Part 1(Udemy),7
21038,0,0,80,7,40,2,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),6
7453,70,8,70,3,80,3,0,Operating Systems and You: Becoming a Power User(Coursera),8
12531,80,8,90,4,60,6,0,Embedded Hardware and Operating Systems(Coursera),7
3127,0,0,90,6,0,0,0,Getting Started with Junos Operating System(Coursera),6
7818,80,8,60,2,70,3,1,Operating Systems(SWAYAM),7
9726,0,0,80,9,70,5,1,Operating Systems Concept and Design Principles for Beginner(Udemy),4
5536,90,3,80,6,50,5,1,Operating Azure Stack Hub(PLuralSight),8
13726,70,8,90,9,60,3,1,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),6
12101,80,8,80,1,0,0,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
3925,90,5,80,1,70,4,0,Operating Systems from scratch - Part 2(Udemy),6
4536,90,3,80,8,40,1,1,Become a Master of Operating Systems at comfort of your Home (Udemy),7
6613,90,8,90,5,60,4,0,Introduction to Operating Systems(Udacity),6
10536,0,0,90,2,0,0,1,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),6
38,80,8,80,3,0,0,1,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),8
15244,70,3,60,1,80,5,1,Operating System(Youtube -GateSmasher),6
15243,80,8,70,3,80,7,0,Using Python to Interact with the Operating System(Coursera),8
3369,90,3,80,2,60,2,0,Computer Hardware and Operating Systems(EDX),7
3477,80,5,70,3,60,1,0,Operating Azure Stack Hub(PLuralSight),7
16580,0,0,0,0,80,9,1,Linux Operating System Fundamentals(Udemy),7
9285,80,8,80,8,60,6,0,Computer Hardware and Operating Systems(EDX),7
15042,90,3,80,4,70,1,1,Hello (Real) World with ROS – Robot Operating System(EDX),7
13160,80,8,70,3,0,0,1,Understanding Computer Systems(FutureLearn),7
4882,80,5,90,6,60,3,1,Operating Systems from scratch - Part 2(Udemy),7
4314,80,5,80,7,70,1,1,Cybersecurity Roles and Operating System Security(EDX),8
3825,90,3,90,2,80,9,0,Operating Azure Stack Hub(PLuralSight),7
8654,90,5,80,7,70,6,1,Become a Master of Operating Systems at comfort of your Home (Udemy),7
11474,80,3,70,9,80,3,1,Operating System(Youtube -GateSmasher),7
16233,90,8,90,5,60,3,0,Cybersecurity Roles and Operating System Security(EDX),6
15348,70,3,90,6,60,8,1,Operating Systems from scratch - Part 1(Udemy),8
6037,90,5,80,5,80,4,0,Computer Hardware and Operating Systems(EDX),8
851,70,8,80,6,80,1,0,Operating Systems from scratch - Part 2(Udemy),5
8337,90,5,70,3,50,1,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),5
15798,0,0,70,7,80,8,1,Cybersecurity Roles and Operating System Security(EDX),7
12912,80,3,90,2,60,3,1,Operating Systems from scratch - Part 1(Udemy),8
9306,50,3,90,6,70,7,1,Operating Azure Stack Hub(PLuralSight),8
11245,90,5,80,6,50,6,0,Cybersecurity Roles and Operating System Security(EDX),6
11750,0,0,80,7,70,7,1,Computer Hardware and Operating Systems(EDX),7
9000,70,8,90,4,60,2,1,Operating Systems from scratch - Part 2(Udemy),6
6575,90,5,70,3,60,1,0,Linux Operating System Fundamentals(Udemy),6
21310,0,0,80,1,70,7,1,Getting Started with Junos Operating System(Coursera),4
9316,80,8,80,9,80,8,1,Operating Systems from scratch - Part 1(Udemy),8
4857,80,3,0,0,70,6,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),6
11544,80,3,40,1,80,7,1,Introduction to Operating Systems(Swayam),8
2982,80,3,80,2,50,1,1,Getting Started with Junos Operating System(Coursera),5
9658,80,3,0,0,70,4,1,Introduction to Operating Systems(Udacity),5
10155,60,3,90,7,80,4,0,Computer Hardware and Operating Systems(EDX),4
19953,90,3,80,4,0,0,0,Introduction to Operating Systems(Udacity),5
11490,90,8,80,3,70,9,1,Embedded and Real Time Operating Systems(Youtube),5
265,60,5,80,4,80,9,0,Advanced Operating Systems(Udacity),7
5167,90,8,70,9,70,5,0,Computer Hardware and Operating Systems(EDX),6
14532,0,0,80,4,80,5,1,Embedded Hardware and Operating Systems(Coursera),8
6764,80,5,80,7,30,1,1,Operating Systems from scratch - Part 1(Udemy),6
12659,0,0,60,3,80,6,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),6
19217,90,5,80,2,70,6,0,Operating System(Youtube -GateSmasher),6
86,0,0,90,7,90,7,1,Operating Running Systems(PluraSight),5
7308,80,3,80,3,80,9,1,Operating Systems and You: Becoming a Power User(Coursera),7
12822,80,5,70,6,70,6,1,Advanced Operating Systems(Udacity),6
1641,60,3,90,7,0,0,0,Operating Systems(SWAYAM),7
19606,70,3,90,7,80,7,1,Introduction to Operating Systems(Swayam),6
20589,90,8,70,3,60,7,0,Operating Running Systems(PluraSight),7
15482,80,3,0,0,70,9,1,Operating System(Udemy),7
8176,80,8,60,5,70,1,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
6483,70,3,80,3,80,7,0,Real Time Operating System(SWAYAM),7
7944,0,0,80,8,80,4,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),6
7997,60,8,90,6,80,6,0,Cybersecurity Roles and Operating System Security(EDX),6
12400,80,3,80,3,0,0,1,Operating Systems(SWAYAM),5
6964,90,5,80,5,50,6,1,Advanced Operating Systems(Udacity),7
1554,90,5,90,4,70,4,1,Operating Systems(SWAYAM),7
1582,90,8,80,3,70,7,1,Real Time Operating System(SWAYAM),6
1045,90,5,60,1,70,8,0,Introduction to Operating Systems(Udacity),7
554,80,5,0,0,0,0,1,Embedded Hardware and Operating Systems(Coursera),7
13938,0,0,80,2,0,0,1,Using Python to Interact with the Operating System(Coursera),8
12306,90,3,0,0,50,2,1,Operating Systems from scratch - Part 2(Udemy),6
10485,70,5,80,8,70,9,0,Real Time Operating System(SWAYAM),6
20198,0,0,80,7,80,6,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),6
10333,80,5,70,6,0,0,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),7
4165,80,5,70,9,70,4,0,Using Python to Interact with the Operating System(Coursera),7
16195,40,3,90,5,0,0,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),6
15185,60,3,90,6,60,6,0,Using Python to Interact with the Operating System(Coursera),6
17368,80,3,70,3,70,1,1,Operating Azure Stack Hub(PLuralSight),6
8805,80,8,80,7,50,4,0,Using Python to Interact with the Operating System(Coursera),5
20612,80,8,80,1,60,4,1,Cybersecurity Roles and Operating System Security(EDX),6
18197,90,8,70,2,60,3,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),6
16765,80,8,70,6,70,4,0,Embedded Hardware and Operating Systems(Coursera),8
11145,70,3,90,2,80,2,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),7
6298,90,5,80,2,60,6,1,Computer Hardware and Operating Systems(EDX),6
2219,70,8,80,5,60,2,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),8
12742,70,5,90,8,70,3,1,Operating Systems Concept and Design Principles for Beginner(Udemy),7
19173,0,0,80,1,70,1,0,Advanced Operating Systems(Udacity),6
5517,90,8,70,2,70,3,0,Operating Systems from scratch - Part 1(Udemy),6
18488,80,8,60,2,60,2,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
14548,0,0,80,5,70,4,1,Operating System(Youtube -GateSmasher),7
9228,80,5,60,2,50,1,1,Embedded and Real Time Operating Systems(Youtube),6
2197,40,5,90,7,80,4,0,Cybersecurity Roles and Operating System Security(EDX),8
16249,0,0,80,6,0,0,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),7
4552,90,3,80,1,60,5,1,Operating Running Systems(PluraSight),7
3885,80,3,0,0,80,6,0,Operating Running Systems(PluraSight),7
9035,80,3,70,5,80,9,0,Real Time Operating System(SWAYAM),8
19114,80,5,80,5,80,6,1,Embedded Hardware and Operating Systems(Coursera),7
