Student ID,AssignmentOneCurrentScore,AssignmentOneAttempt,AssignmentTwoCurrentScore,AssignmentTwoAttempt,AssignmentThreeCurrentScore,AssignmentThreeAttempt,Gender,Course,Rating
1665,0,0,80,7,70,3,0,Become a Master of Operating Systems at comfort of your Home (Udemy),6
14623,80,3,80,4,60,9,0,Operating Systems from scratch - Part 1(Udemy),6
7863,0,0,80,3,40,8,0,Advanced Operating Systems(Udacity),6
11984,70,5,70,3,50,5,1,Operating Systems from scratch - Part 1(Udemy),7
78,60,5,0,0,40,6,1,Hello (Real) World with ROS – Robot Operating System(EDX),5
17953,90,3,70,3,60,1,0,Introduction to Operating Systems(Swayam),5
5462,40,8,40,3,60,3,1,Operating Systems from scratch - Part 2(Udemy),7
9775,60,5,80,5,60,6,0,Introduction to Operating Systems(Swayam),5
8175,0,0,80,4,0,0,0,Operating Azure Stack Hub(PLuralSight),6
16279,90,8,70,6,80,4,0,Operating Systems from scratch - Part 2(Udemy),6
1128,50,3,0,0,60,2,1,Operating Azure Stack Hub(PLuralSight),7
2340,90,3,60,6,50,9,1,Hello (Real) World with ROS – Robot Operating System(EDX),7
15694,0,0,70,3,70,1,1,Computer Hardware and Operating Systems(EDX),7
4150,0,0,80,8,80,4,1,Embedded Hardware and Operating Systems(Coursera),4
16242,0,0,0,0,80,9,1,Introduction to Operating Systems(Swayam),8
17225,70,8,80,2,60,3,0,Operating Running Systems(PluraSight),7
15889,90,5,70,4,60,6,0,Operating Azure Stack Hub(PLuralSight),8
11063,90,5,80,6,70,3,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),3
16790,70,3,70,9,70,7,1,Operating Running Systems(PluraSight),7
6460,0,0,70,3,70,1,1,Cybersecurity Roles and Operating System Security(EDX),5
5213,0,0,80,1,50,1,0,Cybersecurity Roles and Operating System Security(EDX),6
8442,90,8,0,0,60,8,1,Embedded Hardware and Operating Systems(Coursera),6
8621,0,0,80,7,70,4,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),5
19157,0,0,0,0,60,3,0,Operating Systems(SWAYAM),6
7976,70,8,80,1,60,4,1,Introduction to Operating Systems(Udacity),7
11831,60,3,80,2,40,2,0,Operating Running Systems(PluraSight),7
1500,80,8,80,2,70,3,1,Linux Operating System Fundamentals(Udemy),8
12565,90,3,0,0,60,7,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
6945,80,3,80,9,70,9,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),6
1741,90,8,80,6,0,0,0,Introduction to Operating Systems(Udacity),8
11931,60,5,80,6,60,8,0,Become a Master of Operating Systems at comfort of your Home (Udemy),7
13758,90,8,0,0,60,8,1,Become a Master of Operating Systems at comfort of your Home (Udemy),6
19836,80,3,70,6,80,9,1,Operating Systems and You: Becoming a Power User(Coursera),7
1749,60,5,70,7,50,4,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),5
9502,60,5,80,6,30,9,1,Operating System(Youtube -GateSmasher),4
17668,60,8,80,3,60,7,1,Operating Systems from scratch - Part 1(Udemy),7
307,0,8,80,9,50,5,0,Operating Systems(SWAYAM),7
14278,90,8,90,8,40,7,1,Operating Systems from scratch - Part 2(Udemy),6
835,0,0,90,6,30,8,0,Understanding Computer Systems(FutureLearn),6
4720,90,8,0,0,60,6,1,Cybersecurity Roles and Operating System Security(EDX),5
13961,0,0,70,1,40,1,0,Become a Master of Operating Systems at comfort of your Home (Udemy),6
2399,0,0,80,4,50,6,0,Linux Operating System Fundamentals(Udemy),7
8460,90,5,50,6,40,5,1,Linux Operating System Fundamentals(Udemy),6
20105,50,8,0,0,40,5,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
20315,0,0,20,3,70,8,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),6
3331,70,3,0,0,60,7,0,Operating System(Udemy),5
2458,70,3,90,1,50,7,1,Cybersecurity Roles and Operating System Security(EDX),6
492,0,0,20,9,70,5,1,Operating Running Systems(PluraSight),6
15637,70,5,0,0,30,7,0,Embedded and Real Time Operating Systems(Youtube),7
566,70,8,60,7,30,7,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
17024,0,0,90,1,80,2,1,Introduction to Operating Systems(Udacity),6
10443,0,0,80,4,30,6,0,Embedded Hardware and Operating Systems(Coursera),6
2455,70,8,80,4,30,2,0,Operating System(Youtube -GateSmasher),7
14561,70,3,80,2,50,9,0,Embedded Hardware and Operating Systems(Coursera),6
19193,80,8,80,4,30,7,0,Getting Started with Junos Operating System(Coursera),7
4338,80,8,80,3,60,1,1,Operating Systems(SWAYAM),6
19784,0,0,70,4,70,8,1,Embedded and Real Time Operating Systems(Youtube),6
9711,0,0,80,5,70,2,0,Operating System(Udemy),6
356,70,3,90,3,60,7,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
11785,0,0,70,1,70,6,0,Operating Systems Concept and Design Principles for Beginner(Udemy),7
16432,70,5,0,0,40,3,1,Using Python to Interact with the Operating System(Coursera),7
7199,90,8,80,5,0,0,0,Operating Systems from scratch - Part 1(Udemy),8
1696,60,5,90,5,50,6,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),6
4671,80,8,80,5,70,1,0,Introduction to Operating Systems(Swayam),6
9907,70,3,70,1,70,3,0,Using Python to Interact with the Operating System(Coursera),6
17682,80,5,60,6,60,6,1,Linux Operating System Fundamentals(Udemy),7
2987,90,3,0,0,70,2,0,Operating Systems and You: Becoming a Power User(Coursera),7
11534,80,3,80,3,60,7,1,Linux Operating System Fundamentals(Udemy),6
6554,90,8,70,6,80,6,1,Operating Systems and You: Becoming a Power User(Coursera),8
17153,0,0,80,3,90,1,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),6
8115,0,0,70,2,70,7,0,Getting Started with Junos Operating System(Coursera),6
5140,60,5,80,2,60,3,1,Operating Systems from scratch - Part 1(Udemy),7
2015,0,3,0,0,50,2,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),7
939,60,3,70,2,50,2,0,Operating Systems Concept and Design Principles for Beginner(Udemy),5
13730,0,0,80,5,40,3,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),6
8636,90,8,90,5,0,0,1,Understanding Computer Systems(FutureLearn),7
4637,80,5,90,2,50,6,0,Operating Azure Stack Hub(PLuralSight),7
10546,0,0,80,8,40,9,1,Operating System(Youtube -GateSmasher),8
7084,50,5,90,2,50,3,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
18367,80,8,90,4,40,9,0,Operating Systems from scratch - Part 2(Udemy),5
5060,90,8,80,1,40,4,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),6
12115,70,5,90,4,70,7,0,Cybersecurity Roles and Operating System Security(EDX),6
2404,70,5,70,3,0,0,1,Operating Azure Stack Hub(PLuralSight),7
16086,70,3,80,9,60,5,1,Hello (Real) World with ROS – Robot Operating System(EDX),8
628,0,0,60,3,40,1,1,Operating System(Youtube -GateSmasher),7
9731,80,5,0,0,60,4,0,Real Time Operating System(SWAYAM),6
20473,80,5,80,9,40,2,0,Operating Running Systems(PluraSight),5
10566,0,0,60,2,30,9,1,Operating Systems from scratch - Part 2(Udemy),7
4196,70,3,0,0,40,9,1,Hello (Real) World with ROS – Robot Operating System(EDX),5
20217,70,5,80,7,60,4,0,Advanced Operating Systems(Udacity),6
18973,70,3,70,2,80,9,0,Operating Systems from scratch - Part 1(Udemy),2
13283,70,3,70,2,40,4,0,Introduction to Operating Systems(Udacity),6
19771,50,8,90,3,60,3,0,Cybersecurity Roles and Operating System Security(EDX),8
12269,80,3,60,6,60,6,0,Introduction to Operating Systems(Swayam),6
3749,90,3,0,3,40,9,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
2819,0,0,80,3,50,8,0,Embedded and Real Time Operating Systems(Youtube),7
17315,80,8,90,6,70,5,0,Introduction to Operating Systems(Swayam),8
5471,90,3,70,4,60,4,0,Operating System(Youtube -GateSmasher),5
3089,80,5,70,9,50,2,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),5
8483,60,8,80,6,70,6,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
20305,80,5,70,7,50,6,0,Computer Hardware and Operating Systems(EDX),6
17054,60,8,70,3,0,0,1,Introduction to Operating Systems(Swayam),8
5639,80,8,90,6,60,7,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),3
5030,60,3,70,1,80,9,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
1196,90,5,70,4,60,8,1,Operating Systems from scratch - Part 1(Udemy),7
8781,80,8,80,1,70,2,0,Understanding Computer Systems(FutureLearn),4
13342,0,0,70,8,60,4,1,Introduction to Operating Systems(Swayam),6
17111,60,5,60,2,50,5,0,Introduction to Operating Systems(Udacity),7
4126,80,5,60,5,50,6,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),8
13869,0,0,50,8,60,1,0,Operating Systems from scratch - Part 1(Udemy),9
2786,90,3,70,3,80,7,1,Introduction to Operating Systems(Swayam),6
7396,80,5,90,8,50,3,1,Introduction to Operating Systems(Udacity),6
15716,0,0,80,8,80,9,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
18237,0,0,80,2,70,2,0,Operating System(Udemy),7
11718,80,3,80,6,70,8,1,Introduction to Operating Systems(Swayam),7
20731,50,3,30,6,60,9,0,Operating System(Udemy),5
15428,80,5,70,5,70,7,1,Operating Systems and You: Becoming a Power User(Coursera),6
7255,70,5,60,4,40,7,0,Computer Hardware and Operating Systems(EDX),7
18760,30,3,80,5,40,9,1,Operating Azure Stack Hub(PLuralSight),7
12607,60,3,80,3,80,1,0,Linux Operating System Fundamentals(Udemy),6
1247,80,8,80,5,70,2,0,Operating Systems and You: Becoming a Power User(Coursera),8
5961,80,8,70,3,40,5,0,Real Time Operating System(SWAYAM),7
15502,70,5,80,3,60,9,1,Real Time Operating System(SWAYAM),6
3913,90,8,60,4,60,2,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
10562,70,3,80,3,60,7,1,Embedded and Real Time Operating Systems(Youtube),5
17640,0,0,80,5,60,5,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),8
800,80,3,80,1,50,5,1,Operating Systems(SWAYAM),7
12127,0,0,80,4,70,7,0,Computer Hardware and Operating Systems(EDX),7
17151,40,3,80,9,50,9,0,Become a Master of Operating Systems at comfort of your Home (Udemy),6
5773,90,3,80,1,70,8,0,Introduction to Operating Systems(Swayam),7
15224,70,8,70,2,60,7,1,Operating Running Systems(PluraSight),6
5371,60,8,90,4,70,2,0,Embedded and Real Time Operating Systems(Youtube),7
6823,80,3,70,2,50,9,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),8
16677,70,3,90,7,70,7,0,Introduction to Operating Systems(Swayam),7
20660,50,3,60,9,70,3,1,Become a Master of Operating Systems at comfort of your Home (Udemy),7
3753,30,3,90,1,70,3,0,Become a Master of Operating Systems at comfort of your Home (Udemy),6
6878,60,8,0,0,60,6,1,Computer Hardware and Operating Systems(EDX),5
6643,90,8,70,4,70,9,0,Introduction to Operating Systems(Swayam),8
12657,80,8,0,0,50,6,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),5
12715,0,0,0,0,70,4,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),6
18159,50,8,70,3,50,7,0,Computer Hardware and Operating Systems(EDX),7
7205,0,0,80,5,50,6,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
11511,60,8,60,6,70,6,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
21082,70,8,70,8,40,7,1,Operating Running Systems(PluraSight),7
10833,90,3,80,9,70,9,0,Real Time Operating System(SWAYAM),6
16707,50,3,70,7,0,0,0,Embedded Hardware and Operating Systems(Coursera),7
2257,80,3,70,6,50,6,0,Getting Started with Junos Operating System(Coursera),7
11256,80,5,0,0,30,6,1,Advanced Operating Systems(Udacity),7
1642,70,8,70,8,60,7,1,Using Python to Interact with the Operating System(Coursera),6
12391,80,8,70,6,50,4,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),5
7733,50,5,70,6,50,7,0,Operating System(Youtube -GateSmasher),6
5500,80,3,0,0,0,0,1,Operating System(Youtube -GateSmasher),5
1,90,5,80,3,40,6,0,Introduction to Operating Systems(Udacity),6
4146,90,5,80,7,50,8,1,Operating Running Systems(PluraSight),6
2539,80,3,80,3,60,4,0,Real Time Operating System(SWAYAM),5
20031,90,3,70,5,70,5,0,Linux Operating System Fundamentals(Udemy),6
4326,0,0,80,4,50,5,1,Computer Hardware and Operating Systems(EDX),6
3732,0,0,80,2,0,0,1,Hello (Real) World with ROS – Robot Operating System(EDX),5
19962,80,3,60,2,0,0,1,Operating Systems from scratch - Part 2(Udemy),8
8767,50,3,50,2,60,9,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),7
19743,90,3,0,0,0,0,0,Understanding Computer Systems(FutureLearn),6
11315,0,0,0,0,70,3,0,Computer Hardware and Operating Systems(EDX),7
16321,0,8,90,6,0,0,0,Understanding Computer Systems(FutureLearn),7
11661,90,3,0,0,70,6,0,Embedded Hardware and Operating Systems(Coursera),7
6199,70,5,80,3,0,0,0,Cybersecurity Roles and Operating System Security(EDX),7
1876,80,8,70,8,80,9,1,Hello (Real) World with ROS – Robot Operating System(EDX),6
17308,0,0,0,0,50,1,1,Getting Started with Junos Operating System(Coursera),6
11382,0,0,0,0,40,9,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),6
7202,80,5,0,0,50,9,1,Operating Systems from scratch - Part 2(Udemy),6
20514,90,3,70,6,50,6,1,Operating Systems Concept and Design Principles for Beginner(Udemy),6
14645,0,0,80,9,40,2,0,Operating Systems and You: Becoming a Power User(Coursera),6
5342,70,3,70,3,0,0,1,Embedded and Real Time Operating Systems(Youtube),7
4978,70,8,70,9,70,3,1,Operating System(Youtube -GateSmasher),6
10828,0,0,70,7,80,1,1,Operating Systems Concept and Design Principles for Beginner(Udemy),6
11218,70,5,60,2,40,2,1,Getting Started with Junos Operating System(Coursera),5
14880,50,8,0,2,60,5,1,Embedded Hardware and Operating Systems(Coursera),7
16915,80,8,60,7,60,2,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
11571,60,8,70,8,50,9,0,Operating Systems and You: Becoming a Power User(Coursera),6
20008,60,8,80,9,60,8,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),5
20166,90,5,70,1,70,9,1,Operating Systems Concept and Design Principles for Beginner(Udemy),7
20725,80,3,80,6,70,6,0,Operating System(Youtube -GateSmasher),7
2783,0,0,60,1,60,1,0,Operating Running Systems(PluraSight),8
19434,60,5,70,2,60,1,1,Advanced Operating Systems(Udacity),6
1000,90,3,60,1,70,7,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),7
510,0,0,80,5,60,2,1,Operating Systems(SWAYAM),5
13979,80,5,70,6,60,3,0,Introduction to Operating Systems(Udacity),4
9189,0,0,90,7,70,8,0,Operating System(Udemy),7
18047,0,0,90,9,70,2,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),7
342,0,0,70,2,50,4,1,Understanding Computer Systems(FutureLearn),7
18553,60,5,0,0,70,7,0,Cybersecurity Roles and Operating System Security(EDX),6
13086,80,8,70,3,80,1,1,Operating Systems from scratch - Part 1(Udemy),7
8293,90,5,0,0,50,9,0,Operating Running Systems(PluraSight),7
11690,60,5,80,5,60,5,1,Embedded Hardware and Operating Systems(Coursera),8
21324,90,5,90,7,60,1,1,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),7
5428,30,8,80,9,50,8,1,Computer Hardware and Operating Systems(EDX),7
15726,0,0,40,2,70,1,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
2285,0,0,80,6,80,6,0,Understanding Computer Systems(FutureLearn),7
12283,70,8,60,8,50,5,0,Real Time Operating System(SWAYAM),6
16433,80,8,80,5,0,0,0,Operating System(Youtube -GateSmasher),6
9855,0,3,60,5,50,2,0,Getting Started with Junos Operating System(Coursera),4
8632,0,0,60,6,70,4,1,Operating System(Youtube -GateSmasher),7
13903,60,8,70,5,70,4,0,Become a Master of Operating Systems at comfort of your Home (Udemy),8
10628,80,3,80,5,70,2,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),4
10131,70,3,80,5,60,5,0,Operating Systems from scratch - Part 2(Udemy),4
20206,70,5,60,2,70,3,1,Cybersecurity Roles and Operating System Security(EDX),7
13104,0,0,80,8,50,8,1,Operating System(Udemy),6
12705,90,8,70,5,70,6,0,Embedded Hardware and Operating Systems(Coursera),6
20737,50,8,90,4,60,9,0,Introduction to Operating Systems(Swayam),8
2329,90,8,80,4,80,9,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),6
4302,80,3,50,1,40,9,1,Operating Systems from scratch - Part 2(Udemy),7
3981,80,3,80,5,70,6,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
7307,90,8,0,0,60,2,0,Operating Running Systems(PluraSight),6
12824,80,3,70,8,60,4,1,Embedded and Real Time Operating Systems(Youtube),6
8528,80,3,30,9,40,7,1,Introduction to Operating Systems(Swayam),6
9766,60,8,0,0,0,0,1,Cybersecurity Roles and Operating System Security(EDX),5
4508,70,3,70,2,60,6,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),6
11386,70,8,60,8,60,1,1,Using Python to Interact with the Operating System(Coursera),4
13601,80,5,0,0,70,9,0,Operating Systems and You: Becoming a Power User(Coursera),7
14524,60,8,90,2,50,1,1,Getting Started with Junos Operating System(Coursera),7
15816,90,3,80,2,50,7,1,Operating Systems Concept and Design Principles for Beginner(Udemy),7
9212,90,3,50,6,30,7,1,Operating System(Youtube -GateSmasher),6
15857,50,8,70,6,70,5,0,Understanding Computer Systems(FutureLearn),6
5397,70,8,80,8,70,6,0,Embedded Hardware and Operating Systems(Coursera),7
5303,60,5,70,6,50,7,0,Operating System(Udemy),6
921,70,3,90,7,70,4,0,Cybersecurity Roles and Operating System Security(EDX),5
17743,80,8,70,7,80,8,0,Getting Started with Junos Operating System(Coursera),7
3889,60,5,50,3,60,6,0,Embedded Hardware and Operating Systems(Coursera),7
11326,90,8,60,8,70,8,1,Real Time Operating System(SWAYAM),6
18600,80,8,70,6,60,4,1,Operating Systems Concept and Design Principles for Beginner(Udemy),5
18369,60,8,80,8,50,4,0,Become a Master of Operating Systems at comfort of your Home (Udemy),7
10080,0,0,70,2,0,9,1,Operating Systems(SWAYAM),6
6853,0,0,0,0,70,2,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),6
19369,90,3,0,0,60,7,0,Operating Azure Stack Hub(PLuralSight),5
4778,50,3,80,2,90,6,1,Cybersecurity Roles and Operating System Security(EDX),7
2569,90,5,60,9,80,8,0,Operating Systems(SWAYAM),5
18560,70,3,0,0,60,8,1,Operating Systems and You: Becoming a Power User(Coursera),7
15992,70,3,80,3,40,8,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),4
9819,90,3,60,8,40,2,0,Operating Systems(SWAYAM),4
14018,80,5,90,8,60,4,1,Operating Systems Concept and Design Principles for Beginner(Udemy),7
8437,60,5,70,1,40,3,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
9132,60,5,80,5,60,4,1,Operating Azure Stack Hub(PLuralSight),7
16194,80,3,0,0,50,2,1,Become a Master of Operating Systems at comfort of your Home (Udemy),7
2374,60,8,60,2,60,1,1,Operating System(Udemy),8
3129,50,8,80,2,70,5,0,Operating Azure Stack Hub(PLuralSight),7
16581,90,8,60,7,60,4,0,Cybersecurity Roles and Operating System Security(EDX),6
8044,0,5,70,6,50,9,1,Operating Systems Concept and Design Principles for Beginner(Udemy),7
8163,80,8,80,8,40,4,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),7
4354,40,5,80,2,40,6,1,Advanced Operating Systems(Udacity),5
17206,0,0,80,9,40,2,1,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),7
10565,0,0,80,7,70,4,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),6
17280,90,5,80,3,40,3,1,Operating System(Udemy),7
224,90,5,70,4,60,8,1,Linux Operating System Fundamentals(Udemy),5
6915,0,0,50,1,70,4,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),6
3450,60,3,80,9,50,5,1,Operating Running Systems(PluraSight),7
4171,70,8,30,6,0,0,0,Getting Started with Junos Operating System(Coursera),6
1964,70,8,70,2,70,2,1,Linux Operating System Fundamentals(Udemy),6
94,60,8,0,0,30,9,1,Operating Systems from scratch - Part 1(Udemy),6
17833,80,5,80,4,40,6,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
10330,70,8,80,3,70,7,1,Embedded and Real Time Operating Systems(Youtube),6
15298,60,8,90,2,70,9,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),5
1142,70,3,80,1,30,9,1,Operating Systems Concept and Design Principles for Beginner(Udemy),7
700,0,0,70,6,60,7,1,Advanced Operating Systems(Udacity),8
13826,0,0,70,1,70,3,1,Cybersecurity Roles and Operating System Security(EDX),7
3137,0,8,80,6,40,6,0,Computer Hardware and Operating Systems(EDX),7
17485,60,8,80,3,70,2,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
9090,0,0,80,2,80,4,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),6
1565,60,3,60,2,60,4,0,Operating Running Systems(PluraSight),6
8994,0,0,70,7,50,8,1,Advanced Operating Systems(Udacity),7
8846,0,0,80,9,50,6,1,Introduction to Operating Systems(Udacity),6
20800,0,0,0,0,70,5,1,Operating Systems from scratch - Part 1(Udemy),7
10335,60,8,80,3,40,5,0,Operating Systems Concept and Design Principles for Beginner(Udemy),6
13980,70,8,70,4,60,1,1,Introduction to Operating Systems(Swayam),7
17688,80,8,60,5,60,5,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),6
13669,80,5,70,9,40,2,0,Operating Systems from scratch - Part 2(Udemy),3
16979,0,0,90,4,60,6,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),6
6711,80,8,80,8,40,9,0,Become a Master of Operating Systems at comfort of your Home (Udemy),5
12009,70,3,80,3,60,7,0,Embedded Hardware and Operating Systems(Coursera),6
2963,70,8,80,4,70,1,0,Computer Hardware and Operating Systems(EDX),7
11934,70,5,60,3,50,3,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
13270,80,8,80,8,30,8,1,Operating Systems(SWAYAM),7
2432,60,3,80,3,30,3,1,Operating System(Udemy),6
3162,0,0,80,7,50,8,1,Introduction to Operating Systems(Udacity),7
20525,60,5,0,0,40,8,0,Cybersecurity Roles and Operating System Security(EDX),7
20252,80,8,80,5,60,1,1,Operating Systems from scratch - Part 2(Udemy),7
12509,0,0,80,7,50,4,0,Operating Systems from scratch - Part 2(Udemy),6
3659,60,5,60,3,60,1,0,Computer Hardware and Operating Systems(EDX),7
18242,50,5,80,5,40,2,1,Introduction to Operating Systems(Udacity),8
20926,70,3,90,1,70,7,1,Operating Systems(SWAYAM),5
18041,70,5,80,1,70,6,0,Embedded Hardware and Operating Systems(Coursera),6
2348,80,3,70,2,60,6,1,Operating Running Systems(PluraSight),7
4647,90,5,0,0,70,1,0,Operating Systems from scratch - Part 1(Udemy),6
14156,90,8,90,5,70,3,1,Advanced Operating Systems(Udacity),7
2280,0,5,0,0,70,3,1,Using Python to Interact with the Operating System(Coursera),7
6916,0,0,0,0,40,9,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),7
9287,70,8,60,7,60,5,0,Operating Systems from scratch - Part 1(Udemy),7
10940,70,3,80,9,70,3,1,Operating Systems from scratch - Part 1(Udemy),6
11907,70,5,0,0,70,2,0,Operating Systems(SWAYAM),7
18115,60,8,90,8,70,5,0,Operating System(Youtube -GateSmasher),6
293,80,8,60,6,40,7,0,Embedded Hardware and Operating Systems(Coursera),6
16422,90,5,60,5,50,4,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
16157,60,3,70,6,50,6,0,Advanced Operating Systems(Udacity),6
1540,60,8,80,9,50,8,1,Embedded Hardware and Operating Systems(Coursera),6
9349,0,0,70,3,0,0,0,Operating Systems Concept and Design Principles for Beginner(Udemy),7
3681,70,5,70,8,60,9,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),6
8731,70,3,0,0,40,2,0,Introduction to Operating Systems(Swayam),6
440,80,3,80,3,40,8,1,Computer Hardware and Operating Systems(EDX),5
19875,70,3,60,7,60,4,0,Operating Systems from scratch - Part 2(Udemy),6
13588,70,5,70,2,60,6,1,Real Time Operating System(SWAYAM),8
15579,70,3,80,4,0,0,0,Embedded and Real Time Operating Systems(Youtube),4
15321,0,0,60,2,50,2,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),6
16090,0,0,50,5,40,1,1,Getting Started with Junos Operating System(Coursera),7
8608,70,8,0,0,60,6,1,Getting Started with Junos Operating System(Coursera),8
2690,70,5,80,5,50,2,1,Cybersecurity Roles and Operating System Security(EDX),7
20112,70,5,80,6,80,6,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),5
15408,0,0,50,2,80,4,1,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),6
12548,80,5,0,0,80,9,1,Hello (Real) World with ROS – Robot Operating System(EDX),6
16702,90,3,80,1,70,5,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),6
3986,0,0,70,9,70,6,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),6
10394,70,3,90,8,60,4,1,Become a Master of Operating Systems at comfort of your Home (Udemy),7
20124,90,5,80,6,80,5,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),6
12344,0,0,0,0,70,7,1,Operating System(Youtube -GateSmasher),7
5473,60,5,80,6,0,0,0,Linux Operating System Fundamentals(Udemy),7
4851,0,0,60,5,60,2,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
14677,60,3,80,1,70,5,0,Embedded Hardware and Operating Systems(Coursera),6
12369,0,0,0,1,50,1,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),9
11041,0,0,70,6,60,8,0,Linux Operating System Fundamentals(Udemy),8
20817,0,0,0,0,60,3,0,Getting Started with Junos Operating System(Coursera),5
5296,60,5,70,3,30,9,1,Using Python to Interact with the Operating System(Coursera),5
11708,0,8,80,3,0,0,1,Linux Operating System Fundamentals(Udemy),4
3221,80,8,80,6,40,5,0,Introduction to Operating Systems(Swayam),6
4734,0,0,70,2,60,9,1,Operating Systems from scratch - Part 1(Udemy),7
15946,80,5,0,0,60,3,1,Operating System(Udemy),4
9617,70,5,90,3,60,7,0,Using Python to Interact with the Operating System(Coursera),6
